compound_id,target_id,target_class,target_family,strain,isomeric_smiles,label_pkd,glidesp_pr,pignet2_pr,ligunity_pr,boltz2_pr,balm_pr,mammal_pr,label_source,round_id
147403-03-0,furin,Furin,host,,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,6.886,0.9084,0.9496,0.9968,0.999,0.9929,0.9745,synthetic,round_0
51-48-9,furin,Furin,host,,[NH3+][C@@H](Cc1cc(I)c(Oc2cc(I)c([O-])c(I)c2)c(I)c1)C(=O)[O-],4.134,0.9852,0.998,0.9143,0.7793,0.2078,0.1375,synthetic,round_0
89-57-6,furin,Furin,host,,Nc1ccc(O)c(C(=O)[O-])c1,3.33,0.0189,0.1424,0.0241,0.0139,0.1135,0.1243,synthetic,round_0
63675-72-9,furin,Furin,host,,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@H]1c1ccccc1[N+](=O)[O-],5.351,0.374,0.4272,0.8181,0.4631,0.7055,0.7876,synthetic,round_0
93-14-1,furin,Furin,host,,COc1ccccc1OC[C@@H](O)CO,4.771,0.9337,0.7787,0.9548,0.9244,0.4275,0.8919,synthetic,round_0
56180-94-0,furin,Furin,host,,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,3.751,0.2795,0.7847,0.6125,0.8471,0.1154,0.3201,synthetic,round_0
25451-15-4,furin,Furin,host,,NC(=O)OCC(COC(N)=O)c1ccccc1,5.438,0.3103,0.3855,0.8701,0.5867,0.768,0.836,synthetic,round_0
2022-85-7,furin,Furin,host,,Nc1nc(=O)[nH]cc1F,4.152,0.9344,0.7104,0.6388,0.6993,0.5981,0.4543,synthetic,round_0
554-57-4,furin,Furin,host,,CC(=O)Nc1sc(S(N)(=O)=O)n[n+]1C,4.643,0.2817,0.3478,0.9835,0.5388,0.4693,0.2678,synthetic,round_0
50-44-2,furin,Furin,host,,S=c1[nH]cnc2nc[nH]c12,5.249,0.6728,0.6106,0.2627,0.7813,0.9384,0.7397,synthetic,round_0
156-57-0,furin,Furin,host,,[NH3+]CCS,3.552,0.0432,0.0308,0.4611,0.4979,0.0046,0.0496,synthetic,round_0
50-01-1,furin,Furin,host,,NC(N)=[NH2+],3.77,0.0785,0.0699,0.1118,0.1226,0.2768,0.4201,synthetic,round_0
99464-64-9,furin,Furin,host,,CCOC(=O)O[C@@H](C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,4.617,0.0836,0.0571,0.674,0.526,0.4709,0.8734,synthetic,round_0
82419-36-1,furin,Furin,host,,C[C@@H]1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,3.329,0.7728,0.8781,0.7571,0.6721,0.011,0.0407,synthetic,round_0
122647-32-9,furin,Furin,host,,CCCCCCC[N@@H+](CC)CCC[C@H](O)c1ccc(NS(C)(=O)=O)cc1,5.325,0.9811,0.979,0.942,0.6604,0.216,0.0667,synthetic,round_0
149003-01-0,furin,Furin,host,,C[C@@H](CN1CC(=O)NC(=O)C1)[NH+]1CC(=O)[N-]C(=O)C1,4.306,0.8104,0.4226,0.0162,0.0567,0.1853,0.3869,synthetic,round_0
112811-59-3,furin,Furin,host,,COc1c(N2CC[NH2+][C@H](C)C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,3.609,0.1974,0.0361,0.0405,0.4875,0.9719,0.3071,synthetic,round_0
51803-78-2,furin,Furin,host,,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,5.039,0.7478,0.6182,0.8034,0.2035,0.0153,0.2497,synthetic,round_0
29767-20-2,furin,Furin,host,,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,6.866,0.9777,0.741,0.9493,0.8979,0.8885,0.6718,synthetic,round_0
10347-81-6,furin,Furin,host,,C[NH2+]CCC[C@]12CC[C@H](c3ccccc31)c1ccccc12,5.273,0.6535,0.846,0.7604,0.5477,0.999,0.7035,synthetic,round_0
53994-73-3,furin,Furin,host,,[NH3+][C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Cl)CS[C@H]12)c1ccccc1,3.705,0.7822,0.8106,0.2076,0.5215,0.4586,0.5364,synthetic,round_0
49562-28-9,furin,Furin,host,,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,3.659,0.9227,0.8438,0.5336,0.0492,0.0167,0.0382,synthetic,round_0
51-52-5,furin,Furin,host,,CCCc1cc(=O)[nH]c(=S)[nH]1,4.089,0.2871,0.1255,0.6819,0.9703,0.9286,0.6358,synthetic,round_0
315-30-0,furin,Furin,host,,O=c1[nH]cnc2[nH]ncc12,5.063,0.8966,0.8482,0.7307,0.8322,0.501,0.8647,synthetic,round_0
1405-10-3,furin,Furin,host,,N[C@H]1[C@@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H]([NH3+])[C@H]3O[C@H]3O[C@H](C[NH3+])[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)O[C@@H](C[NH3+])[C@@H](O)[C@@H]1O,3.645,0.8675,0.6227,0.2032,0.1587,0.1039,0.4749,synthetic,round_0
58-14-0,furin,Furin,host,,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,4.513,0.8907,0.7728,0.1798,0.1447,0.4863,0.2423,synthetic,round_0
19237-84-4,furin,Furin,host,,COc1cc2[nH+]c(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,5.79,0.1846,0.2161,0.4887,0.7409,0.4232,0.4061,synthetic,round_0
23288-49-5,furin,Furin,host,,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,5.171,0.8889,0.9787,0.622,0.9916,0.2352,0.0714,synthetic,round_0
147-94-4,furin,Furin,host,,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,6.375,0.7432,0.9016,0.9505,0.9308,0.7822,0.1953,synthetic,round_0
65-29-2,furin,Furin,host,,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,3.421,0.8716,0.6525,0.0598,0.1205,0.1066,0.0145,synthetic,round_0
24356-60-3,furin,Furin,host,,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,4.172,0.9945,0.9985,0.1803,0.7344,0.3811,0.2144,synthetic,round_0
186826-86-8,furin,Furin,host,,COc1c(N2C[C@@H]3CCC[NH2+][C@@H]3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,3.712,0.4658,0.4617,0.2467,0.4626,0.8468,0.2659,synthetic,round_0
101-26-8,furin,Furin,host,,CN(C)C(=O)Oc1ccc[n+](C)c1,6.147,0.9801,0.9506,0.6434,0.9844,0.912,0.0977,synthetic,round_0
15687-27-1,furin,Furin,host,,CC(C)Cc1ccc([C@H](C)C(=O)[O-])cc1,3.991,0.0524,0.1513,0.3087,0.7706,0.5919,0.484,synthetic,round_0
286930-03-8,furin,Furin,host,,CC(C)C(=O)Oc1ccc(CO)cc1[C@@H](CC[NH+](C(C)C)C(C)C)c1ccccc1,4.42,0.3702,0.4496,0.815,0.8615,0.505,0.1642,synthetic,round_0
3424-98-4,furin,Furin,host,,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,4.123,0.6843,0.8859,0.4694,0.2389,0.7234,0.6596,synthetic,round_0
14976-57-9,furin,Furin,host,,C[N@H+]1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,4.577,0.5343,0.8598,0.1068,0.3897,0.8524,0.7826,synthetic,round_0
160970-54-7,furin,Furin,host,,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)[NH2+]CCOc1ccccc1OCC(F)(F)F,3.494,0.3025,0.7397,0.3605,0.5948,0.878,0.7583,synthetic,round_0
3543-75-7,furin,Furin,host,,Cn1c(CCCC(=O)[O-])nc2cc(N(CCCl)CCCl)ccc21,4.829,0.1556,0.6599,0.4049,0.6018,0.0977,0.7856,synthetic,round_0
144060-53-7,furin,Furin,host,,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)[O-],4.71,0.7421,0.8636,0.7535,0.7224,0.0542,0.2051,synthetic,round_0
95233-18-4,furin,Furin,host,,O=C1C([O-])=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,5.451,0.1373,0.74,0.9908,0.999,0.7148,0.3838,synthetic,round_0
91374-20-8,furin,Furin,host,,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2,4.266,0.496,0.2114,0.395,0.6753,0.8266,0.4816,synthetic,round_0
58186-27-9,furin,Furin,host,,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,4.245,0.9964,0.9877,0.8007,0.8803,0.1693,0.3141,synthetic,round_0
17321-77-6,furin,Furin,host,,C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,3.921,0.7879,0.7967,0.0125,0.0406,0.4029,0.7678,synthetic,round_0
117-37-3,furin,Furin,host,,COc1ccc(C2=C([O-])c3ccccc3C2=O)cc1,5.089,0.5797,0.6015,0.428,0.8534,0.6197,0.9908,synthetic,round_0
62571-86-2,furin,Furin,host,,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)[O-],6.497,0.9746,0.9984,0.9964,0.9499,0.8246,0.8358,synthetic,round_0
41340-25-4,furin,Furin,host,,CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)[O-])OCC3,5.039,0.8643,0.7295,0.5875,0.8269,0.1793,0.0213,synthetic,round_0
302962-49-8,furin,Furin,host,,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CC[NH+](CCO)CC2)n1,4.335,0.2434,0.9541,0.5696,0.3222,0.3851,0.4945,synthetic,round_0
63-74-1,furin,Furin,host,,Nc1ccc(S(N)(=O)=O)cc1,4.216,0.9285,0.9489,0.9599,0.9662,0.4393,0.1538,synthetic,round_0
2508-72-7,furin,Furin,host,,c1ccc(CN(CC2=[NH+]CCN2)c2ccccc2)cc1,3.385,0.9348,0.4082,0.2089,0.2724,0.935,0.6239,synthetic,round_0
85371-64-8,furin,Furin,host,,C[C@@H](N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,5.095,0.9272,0.9223,0.978,0.9931,0.0887,0.0595,synthetic,round_0
58-56-0,furin,Furin,host,,Cc1[nH+]cc(CO)c(CO)c1[O-],4.861,0.8253,0.5491,0.9366,0.8072,0.2445,0.7752,synthetic,round_0
115256-11-6,furin,Furin,host,,C[N@H+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,4.932,0.8918,0.8629,0.2272,0.7576,0.2041,0.2216,synthetic,round_0
188062-50-2,furin,Furin,host,,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,4.394,0.2529,0.3198,0.3715,0.6433,0.9047,0.976,synthetic,round_0
40828-46-4,furin,Furin,host,,C[C@H](C(=O)[O-])c1ccc(C(=O)c2cccs2)cc1,3.773,0.5704,0.5828,0.9526,0.9805,0.2765,0.3982,synthetic,round_0
139110-80-8,furin,Furin,host,,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1NC(N)=[NH2+],4.662,0.8081,0.535,0.9577,0.847,0.9777,0.425,synthetic,round_0
375815-87-5,furin,Furin,host,,c1cnc2cc3c(cc2n1)[C@@H]1C[NH2+]C[C@H]3C1,3.991,0.011,0.1164,0.1075,0.0498,0.7154,0.01,synthetic,round_0
56211-40-6,furin,Furin,host,,Cc1cccc(Nc2cc[nH+]cc2S(=O)(=O)[N-]C(=O)NC(C)C)c1,4.326,0.8467,0.9558,0.4327,0.3065,0.43,0.2026,synthetic,round_0
58-96-8,furin,Furin,host,,O=c1ccn([C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)[nH]1,4.334,0.8071,0.9287,0.8394,0.9132,0.1975,0.5417,synthetic,round_0
3366-95-8,furin,Furin,host,,Cc1ncc([N+](=O)[O-])n1C[C@H](C)O,4.414,0.2529,0.5449,0.2179,0.5105,0.1213,0.1063,synthetic,round_0
211914-51-1,furin,Furin,host,,Cn1c(CNc2ccc(C(N)=[NH2+])cc2)nc2cc(C(=O)N(CCC(=O)[O-])c3ccccn3)ccc21,4.591,0.1228,0.2538,0.6525,0.1539,0.4421,0.4834,synthetic,round_0
150322-43-3,furin,Furin,host,,CC(=O)Oc1cc2c(s1)CC[N@H+]([C@@H](C(=O)C1CC1)c1ccccc1F)C2,4.684,0.7459,0.8305,0.834,0.7372,0.2967,0.6747,synthetic,round_0
1744-22-5,furin,Furin,host,,Nc1nc2ccc(OC(F)(F)F)cc2s1,5.203,0.8903,0.8646,0.5613,0.7229,0.7918,0.5802,synthetic,round_0
23239-51-2,furin,Furin,host,,C[C@H]([NH2+]CCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,5.013,0.9746,0.8582,0.8576,0.8504,0.5839,0.1261,synthetic,round_0
21679-14-1,furin,Furin,host,,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,3.847,0.9725,0.8855,0.5478,0.5432,0.1199,0.4823,synthetic,round_0
105816-04-4,furin,Furin,host,,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)[O-])CC1,4.251,0.9963,0.991,0.9945,0.9628,0.5639,0.3723,synthetic,round_0
57248-88-1,furin,Furin,host,,[NH3+]CC[C@](O)(P(=O)([O-])[O-])P(=O)([O-])O,3.923,0.9932,0.9712,0.883,0.906,0.1065,0.6466,synthetic,round_0
39133-31-8,furin,Furin,host,,CC[C@@](COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)[NH+](C)C,5.193,0.9192,0.911,0.9191,0.8574,0.0268,0.0059,synthetic,round_0
135062-02-1,furin,Furin,host,,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)[O-],4.247,0.9338,0.862,0.1281,0.2887,0.2279,0.0474,synthetic,round_0
13311-84-7,furin,Furin,host,,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,4.626,0.9972,0.9896,0.9977,0.995,0.1704,0.0628,synthetic,round_0
28657-80-9,furin,Furin,host,,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,4.854,0.2304,0.7366,0.6612,0.9315,0.4735,0.0855,synthetic,round_0
55268-74-1,furin,Furin,host,,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,5.335,0.4268,0.8226,0.9841,0.8005,0.9002,0.7722,synthetic,round_0
16676-29-2,furin,Furin,host,,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[N@@H+]3CC2CC2)[C@H]1O5,4.083,0.2839,0.6306,0.1188,0.2527,0.6833,0.2168,synthetic,round_0
5633-20-5,furin,Furin,host,,CC[NH+](CC)CC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,4.456,0.6794,0.3106,0.7321,0.1579,0.9642,0.0846,synthetic,round_0
51-21-8,furin,Furin,host,,O=c1[n-]cc(F)c(=O)[nH]1,4.563,0.834,0.7853,0.5241,0.4709,0.5783,0.1203,synthetic,round_0
147526-32-7,furin,Furin,host,,O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,3.909,0.6375,0.2402,0.1489,0.4556,0.3034,0.8857,synthetic,round_0
7279-75-6,furin,Furin,host,,CC[C@@H]([NH2+]C(C)C)[C@@H](O)c1ccc(O)c(O)c1,4.078,0.8717,0.4188,0.8924,0.7826,0.3423,0.2153,synthetic,round_0
96036-03-2,furin,Furin,host,,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3C[NH2+][C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,5.099,0.4223,0.2775,0.1061,0.4674,0.5824,0.5421,synthetic,round_0
220620-09-7,furin,Furin,host,,CN(C)c1cc(NC(=O)C[NH2+]C(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,4.299,0.3032,0.0665,0.086,0.0132,0.6345,0.8789,synthetic,round_0
167221-71-8,furin,Furin,host,,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,3.778,0.6894,0.2172,0.1959,0.5303,0.0816,0.2861,synthetic,round_0
100299-08-9,furin,Furin,host,,Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12,4.464,0.9778,0.9757,0.9415,0.9588,0.4279,0.3292,synthetic,round_0
70288-86-7,furin,Furin,host,,CC[C@@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,4.354,0.9906,0.5518,0.6433,0.9459,0.405,0.623,synthetic,round_0
23651-95-8,furin,Furin,host,,[NH3+][C@H](C(=O)[O-])[C@H](O)c1ccc(O)c(O)c1,4.224,0.9374,0.1256,0.9545,0.7922,0.7289,0.2894,synthetic,round_0
81131-70-6,furin,Furin,host,,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,3.787,0.5262,0.0455,0.6189,0.2528,0.1742,0.3514,synthetic,round_0
141-90-2,furin,Furin,host,,O=c1cc[nH]c(=S)[nH]1,3.899,0.0655,0.1623,0.3236,0.0292,0.8058,0.1626,synthetic,round_0
405165-61-9,furin,Furin,host,,[NH3+][C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,5.364,0.6108,0.626,0.9403,0.8283,0.1007,0.0394,synthetic,round_0
19387-91-8,furin,Furin,host,,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,3.542,0.1331,0.0251,0.0189,0.0304,0.8478,0.4688,synthetic,round_0
26159-34-2,furin,Furin,host,,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1,4.925,0.2884,0.6718,0.1733,0.1214,0.4964,0.2297,synthetic,round_0
19171-19-8,furin,Furin,host,,Nc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,5.259,0.6676,0.3694,0.2002,0.2434,0.632,0.8471,synthetic,round_0
34552-83-5,furin,Furin,host,,CN(C)C(=O)C(CC[N@H+]1CC[C@](O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,4.935,0.7429,0.7698,0.18,0.4983,0.8107,0.8802,synthetic,round_0
103177-37-3,furin,Furin,host,,O=C(Nc1cccc2c(=O)cc(-c3nnn[n-]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,5.179,0.9742,0.9883,0.9319,0.9963,0.2654,0.6699,synthetic,round_0
60-56-0,furin,Furin,host,,Cn1cc[nH]c1=S,6.898,0.992,0.9301,0.9645,0.997,0.9949,0.9756,synthetic,round_0
52-01-7,furin,Furin,host,,CC(=O)S[C@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,5.852,0.5395,0.5931,0.7647,0.8152,0.6906,0.7089,synthetic,round_0
67-48-1,furin,Furin,host,,C[N+](C)(C)CCO,4.59,0.7575,0.743,0.5863,0.6706,0.8128,0.381,synthetic,round_0
55-06-1,furin,Furin,host,,[NH3+][C@@H](Cc1cc(I)c(Oc2ccc([O-])c(I)c2)c(I)c1)C(=O)[O-],3.755,0.9009,0.9488,0.3217,0.9199,0.2799,0.5855,synthetic,round_0
23964-57-0,furin,Furin,host,,CCC[NH2+][C@H](C)C(=O)Nc1c(C)csc1C(=O)OC,4.795,0.999,0.8285,0.963,0.7518,0.4763,0.6517,synthetic,round_0
19767-45-4,furin,Furin,host,,O=S(=O)([O-])CCS,3.52,0.2369,0.0175,0.2909,0.2499,0.2291,0.3905,synthetic,round_0
7681-93-8,furin,Furin,host,,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)[O-],4.923,0.6143,0.9669,0.1627,0.691,0.0577,0.1658,synthetic,round_0
51333-22-3,furin,Furin,host,,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,4.966,0.6544,0.4123,0.4074,0.3801,0.7375,0.8038,synthetic,round_0
78110-38-0,furin,Furin,host,,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],5.289,0.0944,0.7637,0.811,0.3747,0.8651,0.7064,synthetic,round_0
1156-19-0,furin,Furin,host,,Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CCCCCC2)cc1,4.357,0.3675,0.4949,0.1309,0.1739,0.2367,0.7334,synthetic,round_0
83-43-2,furin,Furin,host,,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,5.122,0.242,0.1508,0.41,0.4924,0.127,0.5034,synthetic,round_0
55-98-1,furin,Furin,host,,CS(=O)(=O)OCCCCOS(C)(=O)=O,4.69,0.045,0.3868,0.2734,0.6387,0.3209,0.3535,synthetic,round_0
127-69-5,furin,Furin,host,,Cc1noc([N-]S(=O)(=O)c2ccc(N)cc2)c1C,4.625,0.344,0.1117,0.4007,0.3125,0.2207,0.4323,synthetic,round_0
88889-14-9,furin,Furin,host,,CCC(=O)O[C@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C,4.281,0.8453,0.7972,0.7201,0.9825,0.3506,0.6753,synthetic,round_0
138402-11-6,furin,Furin,host,,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,4.218,0.1561,0.1754,0.8798,0.913,0.5372,0.5053,synthetic,round_0
159351-69-6,furin,Furin,host,,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,4.699,0.9747,0.6491,0.7466,0.9234,0.0307,0.5481,synthetic,round_0
57-83-0,furin,Furin,host,,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,4.985,0.6001,0.6025,0.9425,0.6965,0.9411,0.789,synthetic,round_0
55079-83-9,furin,Furin,host,,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])c(C)c1C,4.406,0.7471,0.5239,0.4667,0.4317,0.926,0.4756,synthetic,round_0
5451-09-2,furin,Furin,host,,[NH3+]CC(=O)CCC(=O)[O-],4.153,0.7178,0.4809,0.9376,0.8762,0.148,0.1169,synthetic,round_0
645-05-6,furin,Furin,host,,CN(C)c1nc(N(C)C)[nH+]c(N(C)C)n1,3.918,0.9905,0.9657,0.9707,0.9768,0.0095,0.0102,synthetic,round_0
91832-40-5,furin,Furin,host,,C=CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,4.881,0.649,0.6429,0.019,0.1978,0.7955,0.5586,synthetic,round_0
2668-66-8,furin,Furin,host,,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,4.395,0.7679,0.8515,0.9056,0.7809,0.8624,0.9117,synthetic,round_0
153559-49-0,furin,Furin,host,,C=C(c1ccc(C(=O)[O-])cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,6.293,0.7148,0.7022,0.9547,0.8365,0.3566,0.9584,synthetic,round_0
603-50-9,furin,Furin,host,,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,4.175,0.9756,0.9511,0.9897,0.9084,0.193,0.3085,synthetic,round_0
69388-84-7,furin,Furin,host,,CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O,4.038,0.0149,0.0274,0.1172,0.2805,0.6194,0.9037,synthetic,round_0
159811-51-5,furin,Furin,host,,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,4.755,0.4866,0.5772,0.3969,0.5029,0.5426,0.6924,synthetic,round_0
638-94-8,furin,Furin,host,,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,4.575,0.8712,0.6271,0.5467,0.1288,0.1163,0.7609,synthetic,round_0
211915-06-9,furin,Furin,host,,CCCCCCOC(=O)N/N=C/c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,3.858,0.8705,0.7116,0.0395,0.11,0.3823,0.6702,synthetic,round_0
1177-87-3,furin,Furin,host,,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,4.253,0.7317,0.9399,0.1169,0.3135,0.3453,0.8079,synthetic,round_0
1115-70-4,furin,Furin,host,,CN(C)C(=[NH2+])N=C(N)N,5.568,0.7625,0.9893,0.8516,0.9561,0.5966,0.2273,synthetic,round_0
144689-63-4,furin,Furin,host,,CCCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,3.688,0.8992,0.9681,0.0371,0.0217,0.1032,0.6192,synthetic,round_0
882-09-7,furin,Furin,host,,CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-],4.011,0.0756,0.031,0.1789,0.276,0.1054,0.0784,synthetic,round_0
139481-59-7,furin,Furin,host,,CCOc1[nH+]c2cccc(C(=O)[O-])c2n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,5.86,0.9076,0.9415,0.5758,0.9411,0.42,0.9219,synthetic,round_0
